MessageId,LatencyMs,SentTimestamp,ReceivedTimestamp
1,5.176,638909850879122286,638909850879174041
2,6.971,638909850879122286,638909850879191998
3,7.876,638909850879122286,638909850879201049
4,8.699,638909850879122286,638909850879209277
5,9.448,638909850879122286,638909850879216767
6,10.127,638909850879122286,638909850879223560
7,10.780,638909850879122286,638909850879230081
8,11.479,638909850879122286,638909850879237077
9,12.296,638909850879122286,638909850879245241
10,13.017,638909850879122286,638909850879252452
11,13.842,638909850879122286,638909850879260709
12,14.575,638909850879122286,638909850879268033
13,15.197,638909850879122286,638909850879274260
14,15.797,638909850879122286,638909850879280259
15,16.513,638909850879122286,638909850879287415
16,17.215,638909850879122286,638909850879294433
17,17.874,638909850879122286,638909850879301023
18,18.520,638909850879122286,638909850879307487
19,19.231,638909850879122286,638909850879314600
20,19.915,638909850879122286,638909850879321432
21,20.574,638909850879122286,638909850879328027
22,21.245,638909850879122286,638909850879334736
23,21.805,638909850879122286,638909850879340334
24,22.471,638909850879122286,638909850879346992
25,23.056,638909850879122286,638909850879352849
26,23.759,638909850879122286,638909850879359876
27,24.348,638909850879122286,638909850879365768
28,24.979,638909850879122286,638909850879372079
29,25.705,638909850879122286,638909850879379334
30,26.599,638909850879122286,638909850879388276
31,27.424,638909850879122286,638909850879396527
32,28.029,638909850879122286,638909850879402580
33,28.649,638909850879122286,638909850879408781
34,29.283,638909850879122286,638909850879415115
35,29.960,638909850879122286,638909850879421890
36,30.662,638909850879122286,638909850879428908
37,31.304,638909850879122286,638909850879435323
38,31.970,638909850879122286,638909850879441982
39,32.566,638909850879122286,638909850879447944
40,33.236,638909850879122286,638909850879454649
41,33.893,638909850879122286,638909850879461214
42,34.587,638909850879122286,638909850879468152
43,35.155,638909850879122286,638909850879473832
44,35.833,638909850879122286,638909850879480612
45,36.404,638909850879122286,638909850879486327
46,37.113,638909850879122286,638909850879493418
47,37.760,638909850879122286,638909850879499882
48,38.479,638909850879122286,638909850879507072
49,39.166,638909850879122286,638909850879513951
50,39.848,638909850879122286,638909850879520762
51,40.536,638909850879122286,638909850879527643
52,41.205,638909850879122286,638909850879534335
53,41.914,638909850879122286,638909850879541431
54,42.576,638909850879122286,638909850879548048
55,43.251,638909850879122286,638909850879554800
56,43.882,638909850879122286,638909850879561106
57,44.500,638909850879122286,638909850879567290
58,45.129,638909850879122286,638909850879573572
59,45.875,638909850879122286,638909850879581036
60,46.517,638909850879122286,638909850879587454
61,47.118,638909850879122286,638909850879593469
62,47.774,638909850879122286,638909850879600022
63,48.421,638909850879122286,638909850879606497
64,49.051,638909850879122286,638909850879612799
65,49.722,638909850879122286,638909850879619506
66,50.348,638909850879122286,638909850879625763
67,51.010,638909850879122286,638909850879632384
68,51.734,638909850879122286,638909850879639626
69,52.379,638909850879122286,638909850879646075
70,53.031,638909850879122286,638909850879652593
71,53.656,638909850879122286,638909850879658842
72,54.336,638909850879122286,638909850879665647
73,54.926,638909850879122286,638909850879671551
74,55.641,638909850879122286,638909850879678694
75,56.306,638909850879122286,638909850879685350
76,56.847,638909850879122286,638909850879690755
77,57.488,638909850879122286,638909850879697167
78,58.048,638909850879122286,638909850879702771
79,58.733,638909850879122286,638909850879709612
80,59.395,638909850879122286,638909850879716234
81,59.989,638909850879122286,638909850879722179
82,60.647,638909850879122286,638909850879728751
83,61.235,638909850879122286,638909850879734635
84,61.965,638909850879122286,638909850879741940
85,62.584,638909850879122286,638909850879748127
86,63.338,638909850879122286,638909850879755665
87,64.026,638909850879122286,638909850879762544
88,64.585,638909850879122286,638909850879768137
89,65.214,638909850879122286,638909850879774429
90,65.882,638909850879122286,638909850879781104
91,66.539,638909850879122286,638909850879787675
92,67.250,638909850879122286,638909850879794787
93,67.880,638909850879122286,638909850879801089
94,68.559,638909850879122286,638909850879807881
95,69.261,638909850879122286,638909850879814896
96,69.921,638909850879122286,638909850879821491
97,70.571,638909850879122286,638909850879827998
98,71.138,638909850879122286,638909850879833669
99,71.770,638909850879122286,638909850879839984
100,72.338,638909850879122286,638909850879845665
101,73.202,638909850879122286,638909850879854303
102,73.766,638909850879122286,638909850879859943
103,74.436,638909850879122286,638909850879866650
104,75.087,638909850879122286,638909850879873159
105,75.716,638909850879122286,638909850879879449
106,76.382,638909850879122286,638909850879886108
107,76.973,638909850879122286,638909850879892015
108,77.731,638909850879122286,638909850879899591
109,78.336,638909850879122286,638909850879905643
110,78.968,638909850879122286,638909850879911964
111,79.609,638909850879122286,638909850879918372
112,80.231,638909850879122286,638909850879924599
113,80.841,638909850879122286,638909850879930691
114,81.414,638909850879122286,638909850879936427
115,82.143,638909850879122286,638909850879943717
116,82.833,638909850879122286,638909850879950618
117,83.451,638909850879122286,638909850879956795
118,84.015,638909850879122286,638909850879962437
119,84.617,638909850879122286,638909850879968458
120,85.307,638909850879122286,638909850879975352
121,86.106,638909850879122286,638909850879983342
122,86.683,638909850879122286,638909850879989118
123,87.429,638909850879122286,638909850879996578
124,88.086,638909850879122286,638909850880003148
125,88.707,638909850879122286,638909850880009357
126,89.273,638909850879122286,638909850880015012
127,89.893,638909850879122286,638909850880021216
128,90.565,638909850879122286,638909850880027932
129,91.116,638909850879122286,638909850880033448
130,91.862,638909850879122286,638909850880040903
131,92.474,638909850879122286,638909850880047024
132,93.163,638909850879122286,638909850880053916
133,93.873,638909850879122286,638909850880061011
134,94.398,638909850879122286,638909850880066263
135,95.137,638909850879122286,638909850880073659
136,95.816,638909850879122286,638909850880080441
137,96.460,638909850879122286,638909850880086889
138,96.966,638909850879122286,638909850880091941
139,97.735,638909850879122286,638909850880099640
140,98.336,638909850879122286,638909850880105650
141,98.954,638909850879122286,638909850880111829
142,99.620,638909850879122286,638909850880118490
143,100.160,638909850879122286,638909850880123886
144,100.826,638909850879122286,638909850880130549
145,101.473,638909850879122286,638909850880137017
146,102.078,638909850879122286,638909850880143069
147,102.702,638909850879122286,638909850880149304
148,103.846,638909850879122286,638909850880160741
149,107.048,638909850879122286,638909850880192766
150,109.242,638909850879122286,638909850880214705
151,110.019,638909850879122286,638909850880222481
152,110.722,638909850879122286,638909850880229502
153,111.399,638909850879122286,638909850880236276
154,112.058,638909850879122286,638909850880242865
155,112.636,638909850879122286,638909850880248651
156,113.437,638909850879122286,638909850880256658
157,114.029,638909850879122286,638909850880262572
158,114.835,638909850879122286,638909850880270634
159,115.537,638909850879122286,638909850880277657
160,116.160,638909850879122286,638909850880283884
161,116.838,638909850879122286,638909850880290668
162,117.501,638909850879122286,638909850880297291
163,118.236,638909850879122286,638909850880304645
164,118.788,638909850879122286,638909850880310163
165,119.522,638909850879122286,638909850880317506
166,120.198,638909850879122286,638909850880324265
167,120.881,638909850879122286,638909850880331092
168,121.531,638909850879122286,638909850880337597
169,122.186,638909850879122286,638909850880344148
170,122.972,638909850879122286,638909850880352011
171,123.600,638909850879122286,638909850880358286
172,124.324,638909850879122286,638909850880365529
173,125.106,638909850879122286,638909850880373345
174,125.841,638909850879122286,638909850880380700
175,126.563,638909850879122286,638909850880387918
176,127.258,638909850879122286,638909850880394866
177,127.973,638909850879122286,638909850880402013
178,128.634,638909850879122286,638909850880408625
179,129.258,638909850879122286,638909850880414864
180,129.953,638909850879122286,638909850880421814
181,130.580,638909850879122286,638909850880428083
182,131.340,638909850879122286,638909850880435685
183,131.969,638909850879122286,638909850880441980
184,132.593,638909850879122286,638909850880448212
185,133.211,638909850879122286,638909850880454394
186,133.847,638909850879122286,638909850880460753
187,134.598,638909850879122286,638909850880468267
188,135.262,638909850879122286,638909850880474910
189,135.959,638909850879122286,638909850880481879
190,136.601,638909850879122286,638909850880488296
191,137.250,638909850879122286,638909850880494781
192,137.947,638909850879122286,638909850880501753
193,138.645,638909850879122286,638909850880508738
194,139.287,638909850879122286,638909850880515156
195,140.025,638909850879122286,638909850880522533
196,140.763,638909850879122286,638909850880529916
197,141.396,638909850879122286,638909850880536250
198,142.061,638909850879122286,638909850880542892
199,142.754,638909850879122286,638909850880549829
200,143.425,638909850879122286,638909850880556535
201,144.070,638909850879122286,638909850880562987
202,144.704,638909850879122286,638909850880569323
203,145.389,638909850879122286,638909850880576176
204,146.101,638909850879122286,638909850880583301
205,146.770,638909850879122286,638909850880589989
206,147.470,638909850879122286,638909850880596991
207,148.095,638909850879122286,638909850880603232
208,148.756,638909850879122286,638909850880609851
209,149.427,638909850879122286,638909850880616560
210,150.030,638909850879122286,638909850880622585
211,150.673,638909850879122286,638909850880629011
212,151.282,638909850879122286,638909850880635106
213,151.931,638909850879122286,638909850880641601
214,152.652,638909850879122286,638909850880648803
215,153.447,638909850879122286,638909850880656752
216,154.110,638909850879122286,638909850880663386
